imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote
tt0021102,6.2,112,6.4,7.0
tt0021106,6.5,838,6.6,7.0
tt0021110,5.7,164,6.3,6.0
tt0021121,6.2,191,7.3,8.0
tt0021132,5.7,153,5.8,6.0
tt0021133,5.1,233,5.1,5.0
tt0021134,5.0,196,5.1,5.0
tt0021140,5.8,218,6.0,6.0
tt0021148,6.8,1547,7.2,7.0
tt0021149,5.7,398,5.8,6.0
tt0021152,4.7,422,4.9,5.0
tt0021153,6.8,1109,7.0,7.0
tt0021156,7.1,5443,7.2,7.0
tt0021165,6.4,5651,6.4,6.0
tt0021178,6.1,138,6.3,6.0
tt0021189,6.1,990,7.9,8.0
tt0021191,5.3,241,5.5,5.0
tt0021197,6.2,386,6.3,6.0
tt0021216,5.8,117,6.2,6.0
tt0021217,5.8,378,6.7,7.0
tt0021223,6.1,588,6.2,6.0
tt0021224,6.0,138,6.0,6.0
tt0021225,6.7,454,6.8,7.0
tt0021228,6.2,606,6.3,7.0
tt0021232,5.9,249,6.4,6.0
tt0021239,5.3,195,5.8,6.0
tt0021240,6.1,239,6.9,7.0
tt0021263,6.1,180,6.7,6.5
tt0021276,5.7,115,6.3,6.0
tt0021280,5.0,103,5.7,6.0
tt0021281,6.5,762,6.8,7.0
tt0021282,5.7,342,5.9,6.0
tt0021287,5.6,340,6.0,6.0
tt0021292,5.6,486,7.6,8.0
tt0021294,5.8,592,7.3,8.0
tt0021295,5.0,217,5.0,5.0
tt0021297,6.7,154,6.8,7.0
tt0021303,5.5,108,5.5,6.0
tt0021304,5.7,157,5.8,6.0
tt0021307,5.9,116,6.2,6.0
tt0021310,5.9,680,6.1,6.0
tt0021322,6.3,293,6.5,7.0
tt0021324,5.2,208,5.2,5.0
tt0021335,5.6,202,5.9,6.0
tt0021345,5.5,181,5.6,5.0
tt0021365,5.1,101,5.3,5.0
tt0021371,6.4,238,6.9,7.0
tt0021374,5.9,409,6.3,6.0
tt0021376,5.5,245,5.6,6.0
tt0021377,6.2,475,6.4,6.0
tt0021381,6.3,534,6.5,6.0
tt0021382,6.2,182,6.3,6.0
tt0021394,6.2,142,6.2,6.0
tt0021400,6.0,146,5.8,6.0
tt0021401,5.3,142,5.6,5.0
tt0021408,6.0,334,6.0,6.0
tt0021413,5.5,239,7.3,7.0
tt0021420,6.8,197,6.9,7.0
tt0021435,5.3,113,5.6,6.0
tt0021439,5.1,114,5.4,5.0
tt0021463,6.6,117,6.8,7.0
tt0021464,5.5,212,6.3,6.0
tt0021472,5.9,128,5.8,6.0
tt0021483,6.4,160,6.6,6.0
tt0021486,6.1,172,6.2,6.0
tt0021492,6.7,103,7.0,7.0
tt0021493,5.7,254,5.8,6.0
tt0021505,6.8,1056,6.9,7.0
tt0021508,6.0,1036,6.0,6.0
tt0021511,5.7,113,6.1,6.0
tt0021525,5.5,117,5.9,6.0
tt0021531,6.1,233,6.3,6.0
tt0021533,5.6,688,8.0,9.0
tt0021534,5.7,548,7.7,8.0
tt0021549,6.3,941,7.8,8.0
tt0021550,6.0,151,6.1,6.0
tt0021551,6.5,349,6.8,7.0
tt0021568,6.1,146,6.2,6.0
tt0021580,6.0,269,7.0,7.0
tt0021595,6.0,223,6.2,6.0
tt0021599,4.6,116,5.4,5.0
tt0021606,6.2,120,6.4,6.0
tt0021607,6.5,644,6.6,7.0
tt0021615,5.8,186,6.1,6.0
tt0021622,6.2,1493,6.2,6.0
tt0021632,6.2,342,6.5,7.0
tt0021633,6.5,1041,8.0,8.0
tt0021635,6.5,1081,6.6,7.0
tt0021636,6.3,988,6.7,7.0
tt0021647,6.9,474,7.1,7.0
tt0021649,6.1,372,6.3,6.0
tt0021657,5.9,240,6.0,6.0
tt0021659,5.7,107,6.0,6.0
tt0021668,6.8,1301,7.3,7.0
tt0021673,7.1,1561,7.2,7.0
tt0021684,5.8,222,5.8,6.0
tt0021695,6.6,100,6.2,7.0
tt0021697,5.9,251,6.1,6.0
tt0021725,6.6,187,6.7,7.0
tt0021730,7.3,2741,7.3,7.0
tt0021732,6.4,154,6.6,6.0
tt0021733,6.7,474,8.0,9.0
tt0021735,6.4,442,6.5,7.0
tt0021743,4.4,109,4.9,4.0
